date,open,close,high,low,volume,gdp_growth_pct,inflation_rate_pct,unemployment_rate_pct,interest_rate_pct,consumer_confidence,govt_debt_bln,corp_profits_bln,forex_usd_eur,forex_usd_jpy,crude_oil_price,gold_price,real_estate_index,retail_sales_bln,bankruptcy_rate_pct,ma_deals,vc_funding_bln,consumer_spending_bln,daily_volatility_pct
2005-04-22,1640.9,1667.5300000000002,1701.39,1638.0700000000002,960010578,6.01,5.62,4.14,1.07,91,14663,3354,1.26,120.59,59.63,2018.38,395.19,4825,7.72,47,5.49,12298,3.858857943811319
2005-04-23,1683.75,1683.54,1727.48,1675.05,149861697,8.82,4.09,4.72,6.94,95,15595,2513,0.94,117.22,41.36,1997.87,286.52,1951,9.68,23,8.65,10794,3.113882702301414
2005-04-24,2672.58,2653.58,2710.04,2639.32,226599798,-1.22,7.73,10.54,4.03,67,22648,4487,1.29,139.23,112.53,1069.01,278.07,2456,7.26,10,69.69,425,2.646132201842407
2005-04-26,4591.86,4628.58,4631.27,4558.19,832135970,-2.69,6.84,5.0,7.48,75,1491,1223,1.06,103.31,101.21,1689.52,384.38,4297,9.03,28,26.22,12142,1.591511936339541
2005-04-27,1336.51,1353.81,1354.4199999999998,1335.59,682173264,5.36,1.01,7.24,0.71,78,26804,1017,1.0,132.49,61.94,991.33,180.76,6375,2.69,7,65.73,12129,1.4088933116849052
2005-05-12,2678.51,2696.24,2734.0800000000004,2633.8500000000004,517809270,-3.37,5.96,7.89,2.87,93,25446,4602,1.06,147.25,88.11,2328.04,103.5,3056,5.21,19,41.66,11650,3.742005816666729
2005-05-14,1157.57,1203.1699999999998,1214.87,1107.66,112074034,6.81,6.09,13.89,2.2,72,15228,4847,1.35,135.86,133.77,1824.52,440.65,8343,0.57,47,5.11,213,9.261642924401963
2005-05-18,3333.01,3347.2200000000003,3374.7200000000003,3323.0400000000004,603623405,5.97,7.18,8.73,4.84,67,27377,138,1.38,148.68,121.47,920.95,153.58,6374,4.64,24,75.61,2919,1.5505504033891238
2005-05-20,4149.49,4112.139999999999,4177.76,4100.28,741288775,0.53,2.25,14.92,1.98,61,18743,4857,1.18,142.0,144.47,1277.96,246.39,8217,3.42,26,50.97,733,1.8672174170801827
2005-05-23,3353.41,3369.46,3406.94,3322.19,865009615,-0.18,4.52,10.04,8.72,104,1416,335,0.81,131.21,136.53,1430.52,467.42,2659,6.64,1,35.73,7878,2.527278203381036
2005-06-09,4721.59,4701.91,4749.5,4656.5,125725420,4.87,3.16,5.82,4.86,88,11392,3678,1.48,126.56,30.37,2066.33,150.63,4397,9.08,14,25.67,11276,1.9696754694922687
2005-06-16,4009.87,3983.86,4033.43,3980.11,787383043,1.33,8.3,11.32,3.33,60,29100,4906,1.11,138.77,36.56,1697.36,303.67,5142,3.67,27,6.92,9568,1.3297189185684253
2005-06-17,1205.18,1163.52,1246.12,1158.01,14187867,1.67,6.46,7.61,6.42,85,8240,606,1.31,109.74,148.46,1818.54,106.92,4135,9.28,21,29.58,12215,7.310941104233384
2005-06-18,2970.14,3012.99,3019.22,2950.96,969528470,-4.32,3.64,2.26,7.4,67,15403,4881,0.82,138.09,79.82,1674.49,127.36,5304,8.11,35,87.1,10548,2.298208165271663
2005-06-24,3287.98,3241.86,3306.66,3193.1400000000003,781775862,1.35,2.94,4.67,7.28,56,25689,4337,1.49,111.81,84.86,1344.15,198.88,6534,5.43,23,82.94,4871,3.452575745594545
2005-06-25,4221.73,4190.41,4238.379999999999,4189.55,966331593,3.46,9.78,7.99,1.01,97,23098,2428,1.23,133.48,69.78,2215.47,264.84,6582,1.81,10,20.1,11151,1.156634839272029
2005-06-27,1615.6,1642.28,1672.64,1597.1699999999998,122663846,-3.37,4.72,12.54,5.98,97,6020,1807,1.23,109.24,98.46,1878.1,241.26,4747,5.68,18,9.6,4317,4.671329537014128
2005-07-05,2567.64,2598.23,2634.68,2535.77,571913320,3.33,9.49,14.55,7.2,112,4720,3122,1.17,105.22,42.95,847.38,246.77,198,9.2,16,5.22,4998,3.8521755386269048
2005-07-06,3788.65,3766.62,3835.04,3729.65,730828094,4.51,9.49,7.9,0.74,63,25276,776,1.4,126.99,117.32,1810.52,177.3,1606,2.48,4,78.62,6278,2.781729639845324
2005-07-12,2189.15,2174.79,2194.19,2154.08,512775599,1.84,1.34,14.36,9.45,53,27303,4951,1.15,84.27,122.56,1672.39,219.18,4853,6.75,25,31.24,5963,1.8322179841491049
2005-07-13,1919.98,1944.75,1957.76,1871.12,763931037,1.87,3.91,6.77,9.54,119,18316,3089,1.14,98.95,26.31,1541.26,425.0,4263,8.04,42,94.03,10646,4.512547005697981
2005-07-17,4304.26,4333.530000000001,4333.9400000000005,4270.49,247955183,7.34,0.93,4.49,5.37,54,10468,1390,1.44,129.3,107.33,2341.76,395.2,7799,9.14,44,99.94,7297,1.4741209871151075
2005-07-19,4297.4,4296.73,4305.009999999999,4296.549999999999,581850629,2.84,3.51,7.89,6.23,84,24061,4794,0.83,96.08,50.62,845.05,492.06,8908,6.49,43,81.09,5382,0.19686321962116715
2005-07-21,1625.27,1673.7,1718.34,1615.23,410625489,-3.43,1.19,7.79,8.91,51,28044,1883,1.43,98.67,55.45,2309.3,245.12,152,7.71,41,1.06,5644,6.344176659878046
2005-07-24,3685.08,3701.75,3702.02,3669.83,454871633,-3.82,0.63,11.88,8.41,98,17343,1477,1.34,88.18,114.16,1110.78,254.95,290,0.32,44,77.63,8595,0.8735224201374205
2005-07-25,2082.58,2061.01,2131.82,2043.01,971569783,5.8,2.99,3.55,8.33,50,26160,2855,0.95,147.18,50.94,1648.19,235.3,7454,3.07,43,56.75,10138,4.2644220150006324
2005-07-28,1624.81,1619.38,1657.77,1617.26,328859077,-0.46,6.2,13.62,6.88,103,27620,4195,1.2,130.72,142.45,1012.2,487.69,5373,6.28,48,51.45,7118,2.4932145912445143
2005-07-30,4909.12,4885.62,4953.8,4858.75,668120409,3.52,3.74,7.96,2.41,64,26351,4712,1.46,88.28,74.71,1421.9,346.93,2685,8.51,47,77.97,5856,1.9361922299719743
2005-08-01,3637.69,3641.46,3669.6,3605.97,399796348,-2.11,7.2,8.68,6.94,53,25025,4204,1.33,127.57,77.42,865.58,451.47,4529,1.24,5,48.82,2816,1.7491869840475718
2005-08-13,4737.73,4775.56,4816.06,4691.349999999999,248747814,2.59,8.8,8.72,8.96,109,7385,1109,1.04,142.91,62.11,1013.56,279.99,8490,3.42,31,44.18,11756,2.6322732616675273
2005-08-15,4293.09,4336.08,4381.27,4243.150000000001,801605176,2.72,6.24,2.19,5.22,111,27060,3219,1.35,98.15,94.21,2408.4,296.41,3594,9.28,43,25.29,7704,3.217263090221726
2005-08-17,4118.07,4117.11,4144.32,4115.0,260883033,-4.72,0.78,8.41,0.57,100,10910,2967,1.12,140.05,47.24,948.87,212.72,2241,5.37,36,68.74,11243,0.7119840119279107
2005-08-19,4273.52,4303.790000000001,4326.170000000001,4259.790000000001,500027596,5.69,5.94,11.03,9.58,85,14074,3335,1.18,113.74,73.79,1098.21,435.17,6603,9.95,35,11.14,8820,1.5532862839064776
2005-08-29,1503.82,1457.25,1537.88,1426.75,632660421,5.58,4.78,9.77,3.16,54,13107,2723,1.02,117.63,132.89,1310.81,449.15,9950,8.08,49,89.93,12457,7.389847189158284
2005-08-30,4916.61,4916.37,4954.219999999999,4888.349999999999,842486986,-3.22,5.44,6.31,6.77,114,17573,2390,1.3,98.34,101.36,1508.76,110.45,8734,7.6,41,26.24,14230,1.3397442546795433
2005-09-01,4387.55,4355.84,4432.25,4322.12,299443637,9.54,5.23,5.59,7.2,112,13444,3544,0.97,134.41,47.19,2297.21,427.13,1192,1.33,3,36.13,1452,2.510056865448829
2005-09-02,2297.32,2283.82,2344.1400000000003,2263.63,659594626,-2.65,5.09,2.65,9.93,105,13615,452,1.27,110.38,122.61,2293.26,113.75,3884,6.91,49,41.9,13795,3.5045183082896685
2005-09-05,3412.6,3370.04,3427.79,3342.83,50908705,6.61,5.46,11.34,8.14,86,11460,4705,1.37,143.44,73.07,1910.97,337.36,2044,0.25,11,87.34,13212,2.4895973744359154
2005-09-09,2103.69,2117.43,2139.54,2071.01,721662581,0.4,9.83,14.66,0.99,62,15472,768,0.81,87.88,70.32,1648.64,327.98,9749,6.17,21,77.45,10275,3.2576092485109376
2005-09-13,1933.33,1959.84,1987.69,1924.85,472002569,6.95,6.63,11.59,0.74,84,996,3026,1.22,100.66,59.53,1157.76,398.39,8580,3.23,22,68.41,618,3.250350431638683
2005-09-15,3988.31,3986.73,4013.16,3951.64,296825672,8.12,6.27,4.66,4.7,62,25134,3045,0.84,101.48,57.95,1806.97,411.24,6215,3.15,6,21.03,4331,1.5425079795702936
2005-09-16,1874.86,1889.67,1891.27,1863.5,417457085,6.77,8.82,13.17,2.9,60,6030,1152,1.07,113.62,90.75,2327.11,454.87,3444,8.46,21,25.43,10177,1.4811772612355047
2005-09-19,3423.99,3435.85,3456.69,3375.55,681369161,6.62,9.06,5.65,2.65,94,11824,1223,0.82,138.28,25.15,2443.31,310.78,7781,7.72,18,40.68,10861,2.3697499116527756
2005-09-20,4397.79,4378.77,4435.65,4344.02,154220453,1.26,7.57,14.05,0.68,95,28614,1443,1.26,82.91,91.26,1808.29,472.18,4786,4.96,29,0.35,9425,2.0835465085872493
2005-09-22,3936.61,3895.7,3947.67,3886.07,59076867,6.04,7.75,3.89,3.45,98,7746,4918,0.81,133.41,133.36,2345.74,287.38,2730,9.96,40,68.22,8485,1.5647981384998744
2005-09-23,2365.27,2407.59,2415.6600000000003,2347.47,821488249,-4.77,4.49,14.67,3.53,91,14560,3821,0.92,143.83,71.03,1928.48,329.25,8014,6.2,21,44.73,3789,2.8829689633741817
2005-10-03,2705.59,2675.73,2736.4700000000003,2660.66,890545574,-0.1,4.05,4.91,5.17,118,6573,3492,1.19,87.01,89.89,2489.82,118.24,7078,0.74,36,96.5,2216,2.801976648346586
2005-10-06,2183.73,2159.9,2218.88,2124.27,397776647,8.51,8.42,10.38,9.22,97,23505,4455,1.25,142.3,49.61,2289.57,185.72,2381,2.14,23,78.67,14362,4.332495317644587
2005-10-07,3655.3,3612.0,3666.43,3580.25,72552694,-0.39,3.42,4.35,9.49,52,18499,2113,1.13,121.14,83.66,1615.48,251.04,7448,2.98,3,17.05,12283,2.3576724208683233
2005-10-08,4861.21,4814.03,4874.27,4794.67,635230701,-2.2,9.58,5.35,2.09,83,519,2027,1.31,96.42,51.41,1323.49,491.33,6133,8.07,45,35.79,1974,1.6374524038253926
2005-10-10,4561.54,4599.69,4615.669999999999,4513.06,930388257,6.13,0.38,6.25,8.21,110,14660,4647,1.46,116.16,44.66,2065.6,421.38,8677,8.14,20,27.31,5602,2.249459612323881
2005-10-11,3307.52,3299.11,3315.9,3290.4300000000003,125522887,8.96,8.72,9.37,5.42,69,15110,4895,1.18,130.77,97.21,1813.58,198.19,5039,3.22,47,30.94,2632,0.770063370743028
2005-10-13,3001.11,3042.94,3044.73,2974.83,90028713,-2.84,2.32,2.96,7.25,61,7821,3773,1.0,93.25,124.95,1805.79,106.15,613,7.15,4,26.73,5778,2.329138218859025
2005-10-15,1359.51,1328.64,1384.12,1306.8200000000002,474884236,4.22,5.02,7.3,9.72,97,8076,1782,0.84,88.29,84.75,2468.92,434.29,764,4.78,29,9.19,14069,5.685872115688721
2005-10-17,2363.83,2404.64,2413.22,2337.73,119048020,3.98,5.05,6.22,4.93,63,29383,4808,1.18,107.69,145.51,1983.23,249.32,5924,1.69,37,86.31,12182,3.1935460671875635
2005-10-18,4669.07,4699.509999999999,4704.639999999999,4652.52,660859566,-2.29,4.72,6.93,5.66,68,16337,3136,0.86,125.69,123.85,1915.28,396.18,6338,9.02,7,8.02,10783,1.1162822574945113
2005-10-19,2626.36,2582.94,2656.99,2555.82,102771487,2.19,4.49,12.18,8.18,103,8328,2366,1.48,104.13,33.97,1975.3,145.75,6411,7.54,47,63.53,3100,3.852099483696051
2005-10-20,1573.13,1592.39,1597.1,1525.19,287865482,4.87,3.35,11.87,6.32,109,13206,4752,1.09,126.84,41.91,1530.99,214.67,1640,0.81,45,51.21,3804,4.5711416094029005
2005-10-25,4601.06,4639.01,4674.9400000000005,4573.47,905808929,-0.45,2.13,12.68,7.07,88,29066,1242,1.12,115.01,121.19,1033.87,180.95,803,6.44,8,33.96,11096,2.2053613732487785
2005-10-29,4783.7,4761.51,4826.04,4733.27,909440976,7.68,9.57,4.91,7.56,101,9861,4485,1.2,101.97,123.94,2429.05,201.22,5236,5.79,6,74.7,1291,1.939293852039207
2005-10-31,1004.45,1048.96,1083.05,994.33,723652120,-4.31,9.83,4.4,7.91,54,17623,3330,1.22,115.0,70.2,2367.04,119.59,1598,6.05,27,9.87,14922,8.832694509433015
2005-11-02,1871.57,1867.66,1883.19,1858.54,855387802,-1.04,1.86,13.55,9.84,53,9115,2614,1.32,141.48,64.54,1172.16,237.94,8854,4.76,14,1.22,12459,1.3170760377650899
2005-11-03,3647.34,3664.47,3695.67,3616.67,810263495,-3.1,4.03,14.1,3.28,60,3555,1869,1.08,135.2,146.6,1681.45,231.76,9879,5.62,6,82.54,3500,2.1659620435714797
2005-11-07,3915.11,3951.8,3957.76,3868.22,51171045,3.62,2.92,13.72,3.82,67,20806,876,0.85,100.8,47.45,1873.3,178.14,276,0.47,37,78.94,6428,2.2870366349860007
2005-11-08,2294.12,2306.75,2339.2,2293.91,257141310,1.23,7.43,8.58,2.8,86,27473,2033,0.97,90.33,100.84,2030.07,489.3,5961,0.65,7,40.06,9455,1.9741774623820885
2005-11-10,3226.31,3188.94,3253.98,3185.62,531523417,-0.05,1.62,3.84,4.08,96,13030,1134,1.32,109.45,74.95,2241.2,154.44,3027,1.94,37,95.64,6738,2.118829250753961
2005-11-11,2370.92,2415.5,2417.09,2323.27,489128478,5.87,5.77,6.02,6.5,69,22210,936,0.87,104.36,62.23,948.79,208.13,5156,3.74,15,88.7,13067,3.9571136942621497
2005-11-12,1538.31,1501.57,1561.78,1487.48,334239844,4.18,9.11,2.57,7.9,119,16287,4802,0.94,95.25,132.62,1440.97,481.81,9186,3.71,33,70.16,1041,4.829975752611629
2005-11-16,3599.15,3621.15,3660.14,3562.81,633453289,7.2,0.87,5.45,4.77,87,1084,3975,0.86,91.86,37.69,872.19,471.67,7332,3.51,18,91.73,12627,2.7042496144923085
2005-11-22,1000.12,960.52,1012.13,958.26,775075533,6.52,8.22,7.03,3.99,107,29472,1822,1.2,113.71,132.04,1898.9,210.97,186,4.98,22,74.65,6596,5.386353637563493
2005-11-24,2426.38,2465.4,2468.06,2408.85,432527648,7.24,1.37,6.42,6.74,79,15896,2654,0.82,136.03,69.62,1950.91,164.87,6068,1.92,17,76.12,12170,2.4402608000395665
2005-11-25,2017.93,1994.96,2057.71,1982.89,778846454,5.63,1.45,4.56,3.65,68,11514,1562,1.44,98.22,73.52,1253.4,238.73,8684,2.87,31,94.97,11573,3.707759932207754
2005-12-05,3428.54,3449.65,3495.42,3412.6,540941420,-3.83,8.94,10.92,6.19,51,7955,1580,0.9,142.69,126.14,2107.93,315.9,6283,0.11,37,23.7,1085,2.415605476383538
2005-12-10,1386.58,1360.76,1409.46,1326.12,204366604,-0.73,1.33,14.67,1.66,105,10539,4299,0.92,113.9,127.59,1396.13,359.34,1148,5.24,13,83.69,5123,6.010471808334185
2005-12-11,1707.59,1705.89,1733.53,1679.28,549295154,-3.32,5.02,10.64,3.49,92,25601,2859,1.26,112.42,111.92,1681.19,339.56,298,4.78,4,99.95,9546,3.176992135114401
2005-12-13,2776.41,2764.24,2802.07,2744.87,512849042,-1.36,2.19,4.05,2.0,54,10074,3596,0.83,115.55,102.51,1365.43,439.39,8690,4.88,24,71.89,14113,2.0602144495949903
2005-12-15,4494.47,4454.150000000001,4503.6900000000005,4443.18,589207384,8.47,0.53,4.14,7.18,56,15213,4274,1.35,128.71,112.35,2020.89,412.08,2704,1.17,44,74.27,2189,1.3463211457635764
2005-12-20,2222.98,2223.12,2259.5,2199.45,999459715,-4.62,7.82,12.68,2.9,97,6184,169,1.34,94.75,123.19,1757.27,411.52,1393,4.05,49,17.42,7918,2.7013288468632277
2005-12-29,3773.69,3773.88,3782.41,3725.94,92140410,9.36,5.38,6.32,8.8,65,12815,1362,0.83,125.87,139.98,2358.35,426.36,8457,9.25,17,59.66,6633,1.4964133248888967
2006-01-01,4491.44,4490.08,4506.5,4471.89,102783790,5.6,6.48,3.89,5.05,54,24690,4497,1.3,92.39,21.41,1994.09,462.75,5492,0.79,33,67.56,1589,0.7705769196515967
2006-01-03,3921.0,3888.64,3965.43,3860.2,340923747,-0.99,8.15,4.88,6.4,88,27625,2015,1.17,106.24,79.26,2199.3,290.55,6942,4.03,13,72.43,12250,2.683754144350931
2006-01-05,1746.56,1750.74,1797.2,1704.06,506416791,-2.56,5.59,8.71,2.44,69,12558,4451,1.41,146.25,113.62,856.85,371.1,2405,4.97,22,82.5,3573,5.332768413338225
2006-01-06,1102.76,1065.87,1138.63,1016.07,714889304,-4.03,0.03,8.59,8.08,51,11517,1647,1.47,121.54,26.66,1603.91,440.77,8134,6.27,32,60.81,8014,11.113932315281662
2006-01-10,4399.84,4386.74,4425.900000000001,4386.5,92629190,2.07,4.79,6.46,6.74,113,4000,1313,1.03,113.07,118.52,1641.53,127.7,1744,3.31,47,30.63,4251,0.8954871086221441
2006-01-11,1784.98,1748.53,1793.58,1723.07,60516907,4.41,3.02,5.9,1.25,91,26737,2240,0.93,97.5,120.72,1440.42,344.37,2394,0.47,34,60.73,358,3.9501843157906524
2006-01-12,1502.2,1504.04,1519.31,1474.42,117743097,7.73,4.68,10.91,2.89,102,27126,960,1.48,122.11,123.54,2380.94,481.33,5362,8.35,42,76.89,12882,2.9882838503528073
2006-01-19,1228.11,1257.58,1289.05,1185.34,47610556,5.71,3.03,12.76,1.12,93,20727,1298,1.28,131.09,103.92,1720.51,153.01,436,2.86,12,26.3,8631,8.444683293841761
2006-01-20,1421.93,1417.5600000000002,1470.73,1383.8000000000002,82036433,-1.73,9.67,12.07,1.7,64,5325,1567,1.04,117.08,42.1,2128.27,352.81,1359,2.5,39,97.84,10613,6.1135217626746625
2006-01-21,3342.35,3309.43,3358.91,3300.92,920622246,-2.35,2.82,10.7,1.63,110,2481,4396,1.02,116.47,21.85,903.63,392.34,9350,6.09,17,20.29,11708,1.7350068065881723
2006-01-22,3177.38,3154.1,3183.31,3144.61,940649408,0.37,5.89,11.88,9.94,56,17531,4938,1.1,87.49,47.84,1061.43,379.4,7279,7.35,34,25.42,5240,1.2179846288451435
2006-01-23,1934.96,1935.87,1964.39,1888.63,223403006,4.8,9.93,14.73,2.21,79,20807,4293,1.37,110.41,40.07,1585.44,202.93,3548,3.97,0,48.51,3152,3.9153264150163305
2006-01-24,3551.1,3515.85,3596.42,3514.24,197854146,-1.49,8.81,7.6,9.02,85,27780,1391,1.46,116.57,33.27,2365.73,294.41,2516,4.0,23,66.08,14589,2.314212497535983
2006-01-25,4280.27,4291.4400000000005,4330.64,4257.14,985205694,-2.25,5.36,2.87,9.91,60,16376,451,1.12,112.89,47.95,1703.71,365.34,6031,9.54,49,44.12,10874,1.717181392762606
2006-01-26,1166.32,1172.89,1204.02,1150.65,874098516,-4.85,9.9,7.99,4.15,119,2482,1401,0.86,134.32,93.26,1534.91,472.38,8345,5.18,35,35.25,5101,4.575931133822612
2006-01-28,3757.24,3801.01,3828.1,3715.26,260653755,1.43,2.09,5.83,7.9,55,5755,3187,0.86,135.64,56.33,1011.59,220.2,4476,8.63,15,95.83,1039,3.003268356559594
2006-01-31,3454.55,3429.02,3490.8,3379.92,315604654,1.44,3.44,10.91,4.62,71,2519,1257,1.19,106.14,63.3,1780.55,490.54,686,2.96,45,68.05,5977,3.2096799872631774
2006-02-08,1759.74,1752.08,1772.83,1738.56,869507171,-1.21,9.41,5.88,0.94,88,15714,747,1.46,93.49,31.16,1464.19,460.76,3130,3.03,43,20.46,8966,1.9474467819109629
2006-02-09,3806.95,3757.88,3832.58,3755.55,456544406,2.07,8.11,5.97,8.46,92,26157,1711,0.84,140.24,49.82,2374.88,207.28,4402,0.63,28,88.7,3525,2.0234045627076727
2006-02-12,4645.36,4649.75,4673.44,4644.13,588976639,7.63,2.24,6.29,1.2,74,10714,4686,1.28,97.35,84.81,2394.38,267.48,6339,8.32,12,76.08,8449,0.6309521759346852
2006-02-14,2263.09,2260.4300000000003,2292.1200000000003,2213.8100000000004,94748291,9.88,6.11,3.81,3.34,73,4175,3984,1.42,123.99,81.29,1890.81,122.66,2971,5.71,13,68.65,13273,3.4603131117189303
2006-02-18,2325.41,2318.81,2339.14,2270.7,825528542,9.95,3.81,14.32,3.89,103,21580,4689,1.18,132.04,148.15,2139.68,182.27,5829,8.42,23,63.73,10013,2.9431369091902098
2006-02-19,3702.65,3734.59,3761.89,3690.9,980585820,3.27,5.15,12.72,7.93,75,5037,858,1.04,106.74,105.0,2013.03,207.91,5021,4.41,49,23.65,12885,1.9172754648697494
2006-02-21,4025.02,3987.0,4048.8,3979.59,650462732,1.1,8.82,4.33,3.6,110,25303,3684,1.19,122.6,30.85,865.95,117.28,8352,7.87,23,93.35,1539,1.7194945615177075
2006-02-25,2003.52,2020.37,2028.37,1986.72,764444210,-0.61,4.29,10.37,2.78,78,20312,4153,1.1,101.72,22.5,938.54,230.61,169,8.31,0,14.09,10147,2.0788412394186166
2006-02-27,3338.17,3304.46,3387.38,3275.42,200378520,6.88,1.75,12.28,8.13,112,13482,1084,1.19,128.75,66.28,1412.72,245.47,6636,2.23,39,90.46,9031,3.3539334425748244
2006-02-28,4877.29,4908.53,4909.53,4853.11,381186456,-4.07,0.9,5.89,8.32,98,22488,768,0.83,113.74,38.31,2050.67,465.36,7724,4.24,7,12.24,8613,1.1567899386749623
2006-03-01,2511.36,2546.7000000000003,2581.65,2474.92,515225739,-3.78,8.81,3.75,7.13,60,11608,2378,0.94,138.42,144.52,1682.22,137.69,5371,0.47,5,6.8,3080,4.249888506625892
2006-03-02,1248.15,1289.5800000000002,1302.2300000000002,1226.0800000000002,680266012,-0.52,8.97,7.49,1.23,103,9719,541,0.94,118.73,24.44,1870.16,124.29,9887,2.61,4,85.0,6897,6.101029523695075
2006-03-03,2357.22,2333.75,2359.24,2316.82,792289482,2.71,8.72,3.18,6.06,79,20433,3025,1.22,107.0,146.63,928.24,145.78,1354,2.58,17,50.15,14573,1.7995774683737462
2006-03-14,2549.1,2499.14,2596.22,2463.3,476461623,1.29,2.5,10.05,6.5,64,11609,3468,1.09,141.1,140.5,1850.45,397.66,1287,8.33,43,90.07,6312,5.214389392334535
2006-03-16,2768.13,2726.05,2770.23,2678.1200000000003,420231774,7.11,6.28,10.88,2.73,95,6149,3906,1.15,137.23,128.08,1770.11,465.06,5080,0.93,7,31.94,9971,3.327517132504603
2006-03-20,4762.02,4747.52,4784.59,4704.410000000001,365495635,3.0,0.4,13.49,6.82,98,21892,169,0.94,127.66,139.53,2294.7,264.84,948,1.36,7,16.21,11733,1.683739253510052
2006-03-21,3595.06,3577.13,3614.27,3568.74,498535356,-0.23,9.22,6.45,2.77,105,28840,4676,0.99,135.06,128.73,1227.72,139.28,9921,2.62,14,99.8,9416,1.2664600868970253
2006-03-23,1605.73,1619.89,1668.85,1597.11,812247677,6.71,8.84,9.8,5.57,74,25669,4685,0.98,98.7,114.77,1266.14,496.94,8205,7.54,11,60.75,11535,4.467749870775287
2006-03-24,2909.66,2862.0,2914.09,2831.93,670498056,6.53,4.01,6.89,2.98,58,17917,4698,0.93,120.25,131.09,1048.18,322.01,8237,7.1,49,53.15,5937,2.823697614154242
2006-03-26,3326.95,3364.45,3388.46,3311.1,899479174,5.41,6.72,7.6,9.14,86,17095,216,1.01,127.24,130.96,2262.42,397.53,791,9.77,37,53.42,2772,2.3252528592254205
2006-04-05,3380.92,3381.33,3386.74,3333.08,344245340,0.71,1.47,14.11,2.11,112,11768,1640,1.39,139.37,51.27,1321.01,456.33,4761,3.05,29,41.69,845,1.5871419613596256
2006-04-06,4487.65,4492.139999999999,4513.53,4443.7,195575775,8.55,5.48,3.53,2.84,91,25997,725,0.96,100.17,40.67,2218.95,235.9,3537,4.83,43,52.57,7245,1.5560482657961279
2006-04-11,1317.12,1274.9199999999998,1317.4799999999998,1269.2099999999998,514953631,1.42,6.53,8.75,4.23,69,14546,2115,1.22,149.94,62.86,1102.56,192.78,951,4.66,21,97.07,2166,3.6648141399416896
2006-04-13,4632.07,4631.349999999999,4665.929999999999,4631.28,719814260,1.94,1.12,11.69,8.9,73,8442,171,1.36,108.88,104.79,1615.49,469.85,3968,0.93,18,54.86,12407,0.7480456901557972
2006-04-17,1605.78,1604.53,1623.73,1568.17,973840967,8.81,0.17,6.4,6.64,55,29249,163,1.2,145.76,40.06,2423.86,468.92,1886,0.25,46,9.0,11377,3.4600007473003744
2006-04-18,2731.09,2717.5,2733.36,2700.02,893552825,-3.4,4.96,5.33,5.79,69,13199,129,0.99,99.57,117.2,1353.34,135.05,3003,3.51,37,57.53,887,1.2207580123686934
2006-04-23,3346.5,3385.28,3435.1800000000003,3304.73,185736837,8.23,2.23,11.25,7.73,111,15625,4865,0.89,108.32,36.12,1919.46,134.83,1438,4.75,30,62.74,11164,3.8981024951441885
2006-04-24,4313.75,4267.81,4326.68,4237.02,811282862,-4.18,9.42,11.53,8.29,63,17196,2979,0.91,138.63,23.86,2161.85,473.54,6883,9.56,39,41.3,12418,2.078470008693129
2006-04-27,3520.37,3500.13,3532.15,3453.77,713675250,4.88,3.22,13.57,3.31,71,7186,4221,1.19,118.25,97.56,967.28,254.57,2970,8.26,31,31.63,9873,2.226470513042666
2006-05-04,4883.76,4840.400000000001,4919.22,4815.400000000001,670415181,6.32,6.29,3.13,8.62,76,22102,3080,1.12,84.49,117.39,1673.22,442.36,5519,2.98,9,99.75,2242,2.1258210886693796
2006-05-05,1708.61,1757.54,1784.15,1703.4399999999998,743094502,2.76,5.84,5.8,0.72,102,17075,2419,1.11,142.65,94.56,2010.95,179.09,6033,2.49,4,80.86,13520,4.723722792211229
2006-05-07,1161.14,1176.63,1187.8000000000002,1137.16,283566916,-3.05,7.17,12.16,0.84,77,18119,951,1.41,133.75,138.1,1700.09,227.95,4531,3.41,24,46.97,10386,4.3612312038169465
2006-05-14,4238.7,4195.5,4248.69,4162.54,93485614,4.67,8.15,12.37,2.08,102,2903,3959,0.96,124.35,109.56,994.16,315.65,8514,8.29,48,21.68,3199,2.0324627834005624
2006-05-18,1344.53,1313.44,1369.1,1297.13,74077669,0.91,7.35,2.48,2.67,115,12983,3662,0.95,125.95,79.22,1154.57,402.45,1933,3.58,10,70.21,9324,5.35279986314919
2006-05-20,2121.34,2092.86,2156.94,2083.73,845761814,1.11,9.93,9.18,6.42,110,2869,4604,1.08,106.42,106.94,1533.08,146.64,8530,2.64,15,37.3,7795,3.4511205181630493
2006-05-25,1218.26,1191.67,1257.58,1154.48,932373229,2.97,9.88,12.25,7.12,112,1759,4223,1.11,81.97,62.65,1445.17,346.74,9865,7.1,20,41.78,4808,8.462889695138962
2006-05-26,3397.84,3352.82,3410.34,3310.0,746617761,-3.98,7.95,8.18,5.84,117,13468,3200,1.02,146.89,46.93,844.28,383.72,2532,4.23,37,71.8,7361,2.9530525274880555
2006-05-30,2770.31,2814.71,2821.04,2728.67,777426810,-0.15,6.96,9.93,5.27,115,18407,4883,1.4,84.16,77.27,1814.74,247.64,9268,6.05,2,8.7,6861,3.334283888806664
2006-06-03,3352.0,3353.26,3398.51,3323.73,609755970,-1.31,8.55,10.06,9.72,51,3089,1236,0.91,123.4,59.15,1143.03,149.6,3524,8.6,26,29.38,3710,2.2309069212410564
